sample_barcode,patient_barcode,missing_count,missing_rate
TCGA-BR-8361-01,TCGA-BR-8361,90180,0.18571719830222602
TCGA-BR-8058-01,TCGA-BR-8058,89865,0.18506848553370525
TCGA-IN-8462-01,TCGA-IN-8462,89667,0.18466072322206364
TCGA-HU-A4G9-01,TCGA-HU-A4G9,89713,0.18475545588032383
TCGA-CD-8524-01,TCGA-CD-8524,90087,0.1855256735800913
TCGA-D7-A748-01,TCGA-D7-A748,90495,0.18636591107074676
TCGA-CD-8527-01,TCGA-CD-8527,90115,0.18558333693729315
TCGA-VQ-A8DV-01,TCGA-VQ-A8DV,89545,0.18440947573711275
TCGA-CD-8528-01,TCGA-CD-8528,89928,0.1851982280874094
TCGA-BR-A453-01,TCGA-BR-A453,89554,0.18442801038764192
TCGA-RD-A8N6-01,TCGA-RD-A8N6,89772,0.18487696081157057
TCGA-HU-8245-01,TCGA-HU-8245,89619,0.18456187175257477
TCGA-ZA-A8F6-01,TCGA-ZA-A8F6,89534,0.18438682227535488
TCGA-BR-8367-01,TCGA-BR-8367,89677,0.18468131727820716
TCGA-BR-8380-01,TCGA-BR-8380,89625,0.18457422818626087
TCGA-FP-A4BE-01,TCGA-FP-A4BE,89552,0.18442389157641323
TCGA-HU-8238-01,TCGA-HU-8238,90023,0.1853938716207728
TCGA-BR-8078-01,TCGA-BR-8078,90201,0.1857604458201274
TCGA-HU-8249-01,TCGA-HU-8249,89696,0.18472044598487986
TCGA-RD-A8N0-01,TCGA-RD-A8N0,89847,0.18503141623264693
TCGA-BR-8365-01,TCGA-BR-8365,89769,0.1848707825947275
TCGA-FP-8211-01,TCGA-FP-8211,89676,0.18467925787259282
TCGA-RD-A8N4-01,TCGA-RD-A8N4,89810,0.18495521822491592
TCGA-VQ-A8DU-01,TCGA-VQ-A8DU,89570,0.18446096087747155
TCGA-VQ-A8DL-01,TCGA-VQ-A8DL,89863,0.18506436672247656
TCGA-VQ-A8DZ-01,TCGA-VQ-A8DZ,89550,0.1844197727651845
TCGA-D7-8572-01,TCGA-D7-8572,89624,0.18457216878064653
